IRIS,REG,DEP,P14_POP,P14_POP0014
026650000,32,02,313,70
026660000,32,02,1010,193
026670000,32,02,234,50
026680000,32,02,1036,215
026700000,32,02,163,30
026710000,32,02,311,59
026720000,32,02,295,65
026730000,32,02,434,104
026740000,32,02,54,13
026750000,32,02,128,25
026760000,32,02,1831,385
026770000,32,02,246,48
026780000,32,02,77,18
026790000,32,02,146,35
026800000,32,02,2248,354
026810000,32,02,272,50
026820000,32,02,108,16
026830000,32,02,133,29
026840000,32,02,3528,721
026850000,32,02,118,25
026860000,32,02,394,82
026870000,32,02,343,69
026880000,32,02,59,16
026890000,32,02,47,7
026900000,32,02,84,10
026910101,32,02,2092,333
026910102,32,02,2216,319
026910103,32,02,1918,309
026910104,32,02,2333,381
026910201,32,02,2397,418
026910202,32,02,1863,346
026910203,32,02,1942,284
026910204,32,02,1839,571
026910205,32,02,1349,275
026910206,32,02,1410,249
026910207,32,02,1685,301
026910208,32,02,1560,274
026910209,32,02,2238,326
026910210,32,02,252,29
026910301,32,02,2236,389
026910302,32,02,1967,305
026910303,32,02,2652,478
026910304,32,02,3932,852
026910401,32,02,2817,552
026910402,32,02,2047,371
026910403,32,02,2273,378
026910501,32,02,2721,594
026910502,32,02,1461,307
026910503,32,02,2297,517
026910504,32,02,2303,299
026910505,32,02,450,15
026910601,32,02,3630,717
026930000,32,02,207,42
026940000,32,02,609,128
026950000,32,02,60,11
026960000,32,02,92,16
026970000,32,02,376,76
026980000,32,02,99,19
026990000,32,02,279,53
027010000,32,02,706,153
027020000,32,02,601,91
027030000,32,02,1106,223
027040000,32,02,245,49
027050000,32,02,220,43
027060000,32,02,563,108
027070000,32,02,158,23
027080000,32,02,211,41
027090000,32,02,413,91
027100000,32,02,779,161
027110000,32,02,314,66
027120000,32,02,158,37
027130000,32,02,283,54
027140000,32,02,335,81
027150000,32,02,49,6
027160000,32,02,300,50
027170000,32,02,612,100
027180000,32,02,129,20
027190000,32,02,2041,366
027200000,32,02,2073,375
027210000,32,02,477,83
027220101,32,02,2439,547
027220102,32,02,1593,438
027220103,32,02,1952,462
027220201,32,02,1765,264
027220301,32,02,1983,279
027220401,32,02,2195,377
027220501,32,02,2347,333
027220502,32,02,2712,393
027220503,32,02,2804,403
027220601,32,02,1708,496
027220701,32,02,2572,510
027220801,32,02,1938,355
027220901,32,02,2280,307
027230000,32,02,97,26
027240000,32,02,62,18
027250000,32,02,139,36
027260000,32,02,176,44
027270000,32,02,230,42
027280000,32,02,291,57
027290000,32,02,100,28
027300000,32,02,281,62
027310000,32,02,166,29
027320000,32,02,100,28
027330000,32,02,315,68
027340000,32,02,258,49
027350000,32,02,14,2
027360000,32,02,170,42
027370000,32,02,583,118
027380101,32,02,1342,256
027380102,32,02,1452,318
027380201,32,02,2413,411
027380301,32,02,2357,427
027380302,32,02,2942,642
027380401,32,02,3237,542
027390000,32,02,322,77
027400000,32,02,235,28
027410000,32,02,554,118
027420000,32,02,96,6
027430000,32,02,180,49
027440000,32,02,88,16
027450000,32,02,130,36
027460000,32,02,691,131
027470000,32,02,91,22
027480000,32,02,960,168
027490000,32,02,236,54
027500000,32,02,609,148
027510000,32,02,147,20
027520000,32,02,278,62
027530000,32,02,351,78
027540000,32,02,172,28
027550000,32,02,562,115
027560000,32,02,627,115
027570000,32,02,573,108
027580000,32,02,2018,303
027590000,32,02,368,69
027600000,32,02,166,34
027610000,32,02,191,54
027620000,32,02,169,33
027630000,32,02,204,54
027640000,32,02,75,17
027650000,32,02,240,49
027660000,32,02,254,53
027670000,32,02,333,51
027680000,32,02,512,115
027690000,32,02,951,179
027700000,32,02,796,129
027720000,32,02,136,33
027730000,32,02,44,4
027740000,32,02,111,23
027750000,32,02,938,146
027760000,32,02,559,135
027770000,32,02,161,35
027780000,32,02,115,30
027790000,32,02,230,50
027800000,32,02,1354,298
027810000,32,02,459,93
027820000,32,02,212,38
027830000,32,02,142,30
027840000,32,02,168,28
027850000,32,02,1071,209
027860000,32,02,127,18
027870000,32,02,248,55
027880000,32,02,474,88
027890000,32,02,2501,459
027900000,32,02,232,54
027910000,32,02,240,36
027920000,32,02,147,29
027930000,32,02,136,24
027940000,32,02,191,41
027950000,32,02,1704,293
027960000,32,02,87,20
027970000,32,02,179,45
027980000,32,02,1141,289
027990000,32,02,448,113
028000000,32,02,324,76
028010000,32,02,270,47
028020000,32,02,188,45
028030000,32,02,135,26
028040000,32,02,193,33
028050000,32,02,2512,448
028060000,32,02,262,54
028070000,32,02,632,110
028080000,32,02,307,68
028090000,32,02,83,23
028100102,32,02,2212,432
028100202,32,02,2844,473
028100302,32,02,3114,662
028100401,32,02,2722,678
028120000,32,02,226,57
028130000,32,02,301,91
028140000,32,02,171,24
028150000,32,02,451,86
028160000,32,02,517,115
028170000,32,02,71,13
028180000,32,02,1044,184
028190000,32,02,125,19
028200000,32,02,1738,277
028210000,32,02,737,154
028220000,32,02,409,83
028230000,32,02,71,12
028240000,32,02,374,65
028260000,32,02,422,84
028270000,32,02,302,74
028280000,32,02,88,12
028290000,32,02,43,15
028300000,32,02,968,220
028310000,32,02,372,71
028320000,32,02,218,43
028330000,32,02,456,98
028340000,32,02,146,32
030010000,84,03,2847,551
030020000,84,03,328,48
030030000,84,03,1030,126
030040000,84,03,263,44
030050000,84,03,342,75
030060000,84,03,665,98
030070000,84,03,353,65
030080000,84,03,373,56
030090000,84,03,146,28
030100000,84,03,444,74
030110000,84,03,416,102
030120000,84,03,336,55
030130000,84,03,3859,600
030140000,84,03,138,13
030150000,84,03,322,76
030160000,84,03,134,23
030170000,84,03,200,32
030180000,84,03,704,160
030190000,84,03,1666,289
030200000,84,03,294,49
030210000,84,03,227,37
030220000,84,03,1016,164
030230101,84,03,2314,355
030230102,84,03,1821,220
030230103,84,03,1790,239
030230104,84,03,2608,352
030240000,84,03,255,37
030250000,84,03,1375,227
030260000,84,03,775,155
030270000,84,03,1015,220
030280000,84,03,388,78
030290000,84,03,822,128
030300000,84,03,787,165
030310000,84,03,294,54
030320000,84,03,217,36
030330000,84,03,192,50
030340000,84,03,518,96
030350000,84,03,206,38
030360000,84,03,2558,343
030370000,84,03,287,56
030380000,84,03,493,72
030390000,84,03,376,83
030400000,84,03,1062,172
030410000,84,03,341,40
030420000,84,03,545,77
030430000,84,03,1211,261
030440000,84,03,1451,248
030450000,84,03,926,192
030460000,84,03,1060,144
030470000,84,03,416,56
030480000,84,03,1318,152
030490000,84,03,396,67
030500000,84,03,196,29
030510000,84,03,317,55
030520000,84,03,1097,233
030530000,84,03,1063,142
030540000,84,03,228,45
030550000,84,03,992,177
030560000,84,03,376,66
030570000,84,03,213,30
030580000,84,03,211,34
030590000,84,03,362,69
030600000,84,03,856,171
030610000,84,03,404,90
030620000,84,03,374,59
030630000,84,03,956,184
030640000,84,03,180,25
030650000,84,03,560,103
030660000,84,03,366,36
030670000,84,03,148,20
030680000,84,03,119,10
030690000,84,03,320,62
030700000,84,03,129,24
030710000,84,03,264,47
030720000,84,03,515,126
030730000,84,03,633,120
030740000,84,03,673,119
030750000,84,03,192,34
030760000,84,03,227,54
030770000,84,03,124,19
030780000,84,03,217,19
030790000,84,03,316,52
030800000,84,03,706,150
030810000,84,03,330,49
030820101,84,03,2173,392
030820102,84,03,2226,242
030820103,84,03,1996,243
030830000,84,03,606,99
030840000,84,03,2098,266
030850000,84,03,660,125
030860000,84,03,332,68
030870000,84,03,560,64
030880000,84,03,337,55
030890000,84,03,139,20
030900000,84,03,276,56
030910000,84,03,472,108
030920000,84,03,644,117
030930000,84,03,1117,214
030940000,84,03,3310,534
030950101,84,03,2369,365
030950102,84,03,1824,306
030950103,84,03,3077,512
030950105,84,03,2043,250
030950106,84,03,1848,288
030950111,84,03,2225,316
030960000,84,03,85,13
030970000,84,03,362,72
030980000,84,03,4304,563
030990000,84,03,411,70
031000000,84,03,1434,212
031010101,84,03,2879,383
031010102,84,03,3137,492
031010103,84,03,2969,459
031020000,84,03,3090,446
031030000,84,03,1076,143
031040000,84,03,1216,208
031050000,84,03,337,43
031060000,84,03,1327,287
031070000,84,03,1251,162
031080000,84,03,389,50
031090000,84,03,751,150
031100000,84,03,960,192
031110000,84,03,1116,185
031120000,84,03,641,130
031130000,84,03,583,92
031140000,84,03,293,63
031150000,84,03,339,59
031160000,84,03,198,32
031170000,84,03,459,82
031180101,84,03,3177,475
031180102,84,03,2685,457
031190000,84,03,403,63
031200000,84,03,687,121
031210000,84,03,676,153
031220000,84,03,239,42
031240000,84,03,232,42
031250000,84,03,131,14
031260000,84,03,1190,213
031270000,84,03,639,80
031280000,84,03,2700,519
031290000,84,03,320,51
031300000,84,03,265,26
031310000,84,03,518,91
031320000,84,03,597,92
031330000,84,03,518,96
031340000,84,03,206,37
031350000,84,03,337,65
031360000,84,03,202,46
031370000,84,03,277,58
031380000,84,03,3076,429
031390000,84,03,324,36
031400000,84,03,1137,179
031410000,84,03,161,19
031420000,84,03,263,38
031430000,84,03,112,20
031440000,84,03,205,28
031450000,84,03,759,143
031460000,84,03,166,27
031470000,84,03,162,23
031480000,84,03,357,92
031490000,84,03,433,52
031500000,84,03,242,35
031510000,84,03,181,29
031520000,84,03,260,45
031540000,84,03,295,56
031550000,84,03,1942,245
031560000,84,03,1719,371
031570000,84,03,946,212
031580000,84,03,896,143
031590000,84,03,818,167
031600000,84,03,379,85
031610000,84,03,895,161
031620000,84,03,194,29
031630000,84,03,782,141
031640000,84,03,281,49
031650000,84,03,1395,202
031660000,84,03,298,40
031670000,84,03,279,46
031680000,84,03,776,111
031690000,84,03,304,58
031700000,84,03,150,26
031710000,84,03,262,44
031720000,84,03,132,13
031730000,84,03,1180,209
031740000,84,03,868,185
031750000,84,03,298,66
031760000,84,03,492,76
031770000,84,03,272,21
031780000,84,03,319,52
031790000,84,03,311,36
031800000,84,03,697,158
031810000,84,03,329,27
031820000,84,03,263,52
031830000,84,03,478,55
031840000,84,03,533,112
031850101,84,03,2827,355
031850102,84,03,2554,302
031850103,84,03,1782,208
031850104,84,03,1610,265
031850105,84,03,1692,322
031850106,84,03,3292,411
031850107,84,03,1076,140
031850108,84,03,2517,404
031850109,84,03,386,31
031850110,84,03,2981,430
031850111,84,03,1986,249
031850112,84,03,1918,279
031850113,84,03,3054,424
031850114,84,03,2872,256
031850115,84,03,2606,560
031850116,84,03,1893,193
031850117,84,03,2243,351
031860000,84,03,1508,227
031870000,84,03,650,95
031880000,84,03,217,26
031890000,84,03,721,119
031900101,84,03,2081,239
031900102,84,03,3360,399
031900103,84,03,1755,252
031900104,84,03,1860,344
031900105,84,03,2150,262
031900106,84,03,2008,215
031900107,84,03,1862,308
031900108,84,03,2814,530
031900109,84,03,1871,257
031910000,84,03,293,55
031920000,84,03,151,22
031930000,84,03,185,46
031940000,84,03,110,16
031950000,84,03,2701,382
031960000,84,03,218,21
031970000,84,03,1466,303
031980000,84,03,180,32
032000000,84,03,1576,230
032010000,84,03,354,79
032020000,84,03,705,117
032030000,84,03,382,45
032040000,84,03,639,133
032050000,84,03,463,94
032060000,84,03,195,35
032070000,84,03,506,79
032080000,84,03,403,87
032090000,84,03,142,27
032100000,84,03,396,65
032110000,84,03,2434,338
032120000,84,03,1453,300
032130000,84,03,258,39
032140000,84,03,394,75
032150000,84,03,578,107
032160000,84,03,176,29
032170000,84,03,755,122
032180000,84,03,270,45
032190000,84,03,206,22
032200000,84,03,674,128
032210000,84,03,732,92
032220000,84,03,83,18
032230000,84,03,481,91
032240000,84,03,323,40
032250000,84,03,435,78
032260000,84,03,275,54
032270000,84,03,386,76
032280000,84,03,49,1
032290000,84,03,663,135
032300000,84,03,527,115
032310000,84,03,199,33
032320000,84,03,336,69
032330000,84,03,384,80
032340000,84,03,397,69
032350000,84,03,1025,177
032360000,84,03,3735,668
032370000,84,03,423,71
032380000,84,03,520,95
032390000,84,03,264,40
032400000,84,03,627,98
032410000,84,03,344,62
032420000,84,03,540,93
032430000,84,03,135,14
032440000,84,03,149,18
032450000,84,03,131,13
032460000,84,03,627,131
032470000,84,03,997,197
032480000,84,03,177,31
032490000,84,03,167,21
032500000,84,03,381,65
032510000,84,03,392,53
032520000,84,03,619,144
032530000,84,03,435,91
032540101,84,03,2096,264
032540102,84,03,2943,481
032550000,84,03,148,24
032560000,84,03,215,38
032570000,84,03,775,127
032580000,84,03,1677,314
032590000,84,03,365,65
032600000,84,03,232,41
032610000,84,03,198,26
032620000,84,03,2107,365
032630000,84,03,194,31
032640000,84,03,2789,460
032650000,84,03,698,105
032660000,84,03,265,53
032670000,84,03,700,127
032680000,84,03,381,82
032690000,84,03,96,15
032700000,84,03,160,38
032710000,84,03,807,139
032720000,84,03,287,51
032730000,84,03,505,108
032740000,84,03,307,55
032750000,84,03,1865,310
032760000,84,03,104,16
032770000,84,03,267,54
032780000,84,03,223,37
032790000,84,03,570,120
032800000,84,03,217,32
032810000,84,03,409,53
032820000,84,03,374,55
032830000,84,03,1082,218
032840000,84,03,318,50
032850000,84,03,178,27
032860000,84,03,1134,197
032870000,84,03,399,72
032880000,84,03,458,77
032890000,84,03,574,121
032900000,84,03,1669,327
032910000,84,03,394,63
032920000,84,03,914,137
032930000,84,03,281,26
032940000,84,03,155,19
032950000,84,03,81,12
032960000,84,03,380,32
032970000,84,03,1635,225
032980000,84,03,3562,550
032990000,84,03,257,50
033000000,84,03,539,96
033010000,84,03,1060,219
033020000,84,03,37,0
033030000,84,03,252,58
033040000,84,03,2218,364
033050000,84,03,603,118
033060000,84,03,1929,342
033070000,84,03,255,42
033080000,84,03,161,29
033090000,84,03,466,70
033100101,84,03,2928,312
033100102,84,03,3198,401
033100103,84,03,2875,395
033100104,84,03,1926,225
033100105,84,03,3174,527
033100106,84,03,2341,142
033100107,84,03,3356,315
033100108,84,03,1528,125
033100109,84,03,1989,434
033100110,84,03,1965,232
033110000,84,03,330,50
033120000,84,03,273,53
033130000,84,03,255,40
033140000,84,03,1326,290
033150000,84,03,1349,226
033160000,84,03,1057,209
033170000,84,03,300,32
033180000,84,03,101,13
033190000,84,03,468,87
033200000,84,03,779,130
033210101,84,03,2356,306
033210102,84,03,4023,719
033210103,84,03,2777,512
033210104,84,03,1885,237
033210105,84,03,1305,190
033210106,84,03,722,63
040010000,93,04,1356,272
040040000,93,04,525,85
040050000,93,04,149,22
040060000,93,04,639,104
040070000,93,04,62,6
040080000,93,04,1054,180
040090000,93,04,18,2
040120000,93,04,104,21
040130000,93,04,561,106
040160000,93,04,48,2
040170000,93,04,96,12
040180000,93,04,996,125
040190000,93,04,2698,375
040200000,93,04,142,25
040210000,93,04,136,30
040220000,93,04,435,73
040230000,93,04,187,13
040240000,93,04,141,16
040250000,93,04,363,55
040260000,93,04,150,17
040270000,93,04,241,52
040280000,93,04,123,12
040300000,93,04,59,7
040310000,93,04,574,114
040320000,93,04,121,13
040330000,93,04,361,58
040340000,93,04,1109,281
040350000,93,04,261,58
040360000,93,04,965,182
040370000,93,04,63,4
040390000,93,04,1541,251
040400000,93,04,70,13
040410000,93,04,294,56
040420000,93,04,138,17
040430000,93,04,85,12
040450000,93,04,1194,204
040460000,93,04,707,114
040470000,93,04,766,121
040490101,93,04,2698,410
040490102,93,04,2512,405
040500000,93,04,28,2
040510000,93,04,74,12
040530000,93,04,499,86
040540000,93,04,73,6
040550000,93,04,186,29
040570000,93,04,178,33
040580000,93,04,255,52
040590000,93,04,197,36
040610000,93,04,398,59
040620000,93,04,185,33
040630000,93,04,1097,231
040650000,93,04,646,83
040660000,93,04,512,123
040670000,93,04,59,5
040680000,93,04,817,123
040690000,93,04,125,19
040700101,93,04,2281,356
040700102,93,04,1659,285
040700103,93,04,2065,377
040700104,93,04,1846,271
040700105,93,04,2577,398
040700106,93,04,1936,350
040700107,93,04,1908,256
040700108,93,04,1987,200
040700109,93,04,45,11
040720000,93,04,108,25
040730000,93,04,390,42
040740000,93,04,110,13
040750000,93,04,392,57
040760000,93,04,880,131
040770000,93,04,160,26
040790000,93,04,1384,260
040810000,93,04,422,45
040840000,93,04,481,74
040850000,93,04,54,12
040860000,93,04,304,54
040870000,93,04,130,16
040880000,93,04,4910,748
040900000,93,04,186,24
040910000,93,04,80,9
040920000,93,04,77,6
040930000,93,04,59,10
040940000,93,04,2645,428
040950000,93,04,89,13
040960000,93,04,1134,193
040970000,93,04,392,77
040990000,93,04,99,9
041010000,93,04,113,13
041020000,93,04,224,27
041040000,93,04,353,58
041060000,93,04,374,44
041070000,93,04,3,0
041080000,93,04,1990,378
041090000,93,04,316,52
041100000,93,04,1029,191
041110000,93,04,1376,214
041120101,93,04,2044,284
041120102,93,04,1888,318
041120103,93,04,3850,607
041120104,93,04,1828,236
041120105,93,04,1712,302
041120106,93,04,2641,483
041120107,93,04,2082,535
041120108,93,04,2535,456
041120109,93,04,2904,447
041120110,93,04,457,71
041130000,93,04,517,109
041150000,93,04,110,9
041160000,93,04,3629,688
041180000,93,04,112,16
041200000,93,04,113,15
041210000,93,04,678,136
041220000,93,04,501,84
041230000,93,04,1085,190
041240000,93,04,418,65
041260000,93,04,427,61
041270000,93,04,356,50
041280000,93,04,211,40
041290000,93,04,56,6
041300000,93,04,144,19
041320000,93,04,118,16
041330000,93,04,218,23
041340000,93,04,545,80
041350000,93,04,686,104
041360000,93,04,344,58
041370000,93,04,43,2
041380000,93,04,277,43
041390000,93,04,497,109
041400000,93,04,131,21
041410000,93,04,356,43
041420000,93,04,57,3
041430000,93,04,5792,950
041440000,93,04,337,41
041450000,93,04,1484,259
041480000,93,04,230,39
041490000,93,04,2829,518
041500000,93,04,161,46
041510000,93,04,493,72
041520000,93,04,3690,613
041540000,93,04,83,7
041550000,93,04,187,21
041560000,93,04,203,16
041570000,93,04,742,122
041580000,93,04,443,59
041590000,93,04,66,7
041600000,93,04,1589,265
041610000,93,04,336,52
041620000,93,04,275,53
041630000,93,04,577,65
041640000,93,04,60,5
041660000,93,04,1825,279
041670000,93,04,303,36
041690000,93,04,93,12
041700000,93,04,65,9
041710000,93,04,103,14
041720000,93,04,729,121
041730000,93,04,958,141
041740000,93,04,139,19
041750000,93,04,83,14
041760000,93,04,121,19
041770000,93,04,42,7
041780000,93,04,1255,191
041790000,93,04,95,6
041800000,93,04,56,9
041810000,93,04,63,5
041820000,93,04,187,14
041830000,93,04,153,16
041840000,93,04,140,13
041860000,93,04,91,8
041870000,93,04,50,5
041880000,93,04,822,155
041890000,93,04,576,102
041900000,93,04,115,14
041910000,93,04,12,1
041920000,93,04,1224,205
041930000,93,04,202,30
041940000,93,04,97,12
041950000,93,04,656,93
041970000,93,04,3398,576
041980000,93,04,347,76
041990000,93,04,209,25
042000000,93,04,629,127
042010000,93,04,107,6
042020000,93,04,122,20
042030000,93,04,438,70
042040000,93,04,166,25
042050000,93,04,1365,198
042060000,93,04,420,77
042070000,93,04,103,16
042080000,93,04,590,76
042090101,93,04,2195,304
042090102,93,04,2051,287
042090103,93,04,3034,525
042100000,93,04,122,16
